번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
1000,067000,조이시티,105802,소프트웨어 개발 및 공급업,"11,783,395","5,891,697,500","500",원(KRW),031-789-6500,경기도 성남시 분당구 분당로 55 ,1324
1001,033340,좋은사람들,031401,봉제의복 제조업,"29,908,224","14,954,112,000","500",원(KRW),02-320-6600,서울특별시 마포구  양화로 162 동교동대아빌딩 (주)좋은사람들,1324
1002,036930,주성엔지니어링,032902,특수 목적용 기계 제조업,"48,249,212","24,124,606,000","500",원(KRW),031 -760 -7000,경기도 광주시  오포읍 오포로 240 주성엔지니어링,1324
1003,051980,중앙리빙테크,032202,플라스틱제품 제조업,"24,705,553","12,602,776,500","500",원(KRW),070-5153-3200,"경기도 안양시 동안구 학의로 282 경기도 안양시 동안구 학의로 282(관양동,금강펜테리움IT타워 B동 617호)",1324
1004,072020,중앙백신,032101,기초 의약물질 및 생물학적 제제 제조업,"9,960,000","4,980,000,000","500",원(KRW),(042)863-9322,대전광역시 유성구 유성대로 1476-37 (주)중앙백신연구소,1324
1005,000440,중앙에너비스,074607,기타 전문 도매업,"6,227,130","3,113,565,000","500",원(KRW),070-8707-4500,서울특별시 용산구  한남대로 82 ,1324
1006,054180,중앙오션,033101,선박 및 보트 건조업,"24,882,742","12,441,371,000","500",원(KRW),02-3218-9500,서울특별시 강남구 논현로28길 40 덕영빌딩 3층 ,1324
1007,043610,지니뮤직,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","58,115,438","29,057,719,000","500",원(KRW),02-3282-2600,서울특별시 강남구 테헤란로 415 L7 Hotels 강남타워 (6~8층) ,1324
1008,263860,지니언스,105802,소프트웨어 개발 및 공급업,"9,444,600","4,722,300,000","500",원(KRW),031-422-3823,"경기도 안양시 동안구 벌말로 66 12층 A-F(관양동,평촌역 하이필드) ",1324
1009,208350,지란지교시큐리티,105802,소프트웨어 개발 및 공급업,"38,872,668","3,887,266,800","100",원(KRW),02-786-7551,"서울특별시 강남구 역삼로 542 5층 502호(대치동, 신사제2빌딩)",1324
1010,114570,지스마트글로벌,032601,반도체 제조업,"87,172,452","43,586,226,000","500",원(KRW),031-708-4412,"서울특별시 강남구 역삼로 556 서울아카데미빌딩 2층, 4층, 5층 ",1324
1011,051160,지어소프트,105802,소프트웨어 개발 및 공급업,"14,121,555","7,060,777,500","500",원(KRW),02-2155-5100,"서울특별시 서초구 서초중앙로8길 117 (서초동,지어소프트빌딩)",1324
1012,053050,지에스이,043502,연료용 가스 제조 및 배관공급업,"29,987,597","15,304,357,500","500",원(KRW),055-855-0102,경상남도 사천시 사천읍 구암두문로 412-30 ,1324
1013,119850,지엔씨에너지,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","16,295,828","8,428,349,000","500",원(KRW),02-2164-9200,"서울특별시 영등포구 양산로 43 우림이비지센터 911, 912호 ",1324
1014,065060,지엔코,031401,봉제의복 제조업,"98,008,044","49,004,022,000","500",원(KRW),(02)2185-8510,서울특별시 송파구  동남로4길 41 지엔코빌딩,1324
1015,204840,지엘팜텍,137001,자연과학 및 공학 연구개발업,"35,784,323","3,578,432,300","100",원(KRW),031-739-5220,경기도 성남시 중원구 사기막골로 137 중앙인더스피아5차 714호,1324
1016,018290,지엠피,032603,컴퓨터 및 주변장치 제조업,"27,199,868","13,599,934,000","500",원(KRW),031 -943 -4600,경기도 파주시  산업단지길 139 (주)G.M.P ,1324
1017,111820,지와이커머스,106309,기타 정보 서비스업,"20,557,009","10,278,504,500","500",원(KRW),02-6950-9500,서울특별시 광진구 광나루로56길 85프라임센터 35층 ,1324
1018,106080,지투하이소닉,032602,전자부품 제조업,"20,645,684","20,645,684,000","1,000",원(KRW),031-8040-0500,경기도 안산시 상록구  해안로 705 경기테크노파크 RIT센터 5층,1324
1019,115450,지트리비앤티,032602,전자부품 제조업,"24,491,837","12,245,918,500","500",원(KRW),031-786-7800,경기도 성남시 분당구  정자일로 248 2201 ,1324
1020,219750,지티지웰니스,032701,의료용 기기 제조업,"6,250,067","3,125,033,500","500",원(KRW),070 - 7874 - 1069,경기도 용인시 수지구 신수로 767 &nbsp,1324
1021,018120,진로발효,031101,알코올음료 제조업,"7,524,000","3,984,450,000","500",원(KRW),031 -491 -2675,경기도 안산시 단원구 별망로 594 ,1324
1022,109820,진매트릭스,137001,자연과학 및 공학 연구개발업,"16,034,472","8,017,236,000","500",원(KRW),031-628-2000,"경기도 성남시 분당구  대왕판교로 700 삼평동 코리아바이오파크 8층,7층",1324
1023,086060,진바이오텍,031008,동물용 사료 및 조제식품 제조업,"8,610,587","4,305,293,500","500",원(KRW),041-853-9961,충청남도 공주시  계룡면 신원사로 166 ,1324
1024,036890,진성티이씨,032902,특수 목적용 기계 제조업,"22,482,268","11,241,134,000","500",원(KRW),031 -658 -0100,경기도 평택시 세교산단로 3 (세교동) ,1324
1025,007370,진양제약,032102,의약품 제조업,"12,000,000","6,000,000,000","500",원(KRW),02-3470-0300,서울특별시 서초구  효령로 231 ,1324
1026,085660,차바이오텍,032101,기초 의약물질 및 생물학적 제제 제조업,"52,477,664","26,238,832,000","500",원(KRW),031-881-7400,서울특별시 강남구 도산대로 442 청담동 피엔폴루스 3층,1324
1027,900040,차이나그레이트,116409,기타 금융업,"125,866,557","12,586,656","0.1",미국달러(USD),86-595-8673-2222,"Grand Pavilion, Hibiscus Way, 802 West Bay Road, P.O. Box 31119,KY1-1205, Cayman Islands -",1324
1028,094850,참좋은여행,147502,여행사 및 기타 여행보조 서비스업,"14,000,000","7,000,000,000","500",원(KRW),02-2188-4137,"서울특별시 중구 서소문로 135 서소문동, 연호빌딩 10층 ",1324
1029,004650,창해에탄올,031101,알코올음료 제조업,"9,190,885","4,595,442,500","500",원(KRW),063-214-7800,전라북도 전주시 덕진구 원만성로 15 ,1324
1030,096240,청담러닝,168505,일반 교습 학원,"7,674,651","3,837,325,500","500",원(KRW),02-3429-9407,서울특별시 강남구  영동대로 731 신영빌딩 15층 외,1324
1031,013720,청보산업,033003,자동차 신품 부품 제조업,"8,178,771","4,089,385,500","500",원(KRW),032 -816 -3550,인천광역시 남동구  남동대로 208 ,1324
1032,066360,체리부로,031001,"도축, 육류 가공 및 저장 처리업","27,872,369","13,936,184,500","500",원(KRW),043-530-3200,충청북도 진천군 이월면 생거진천로 1770 ,1324
1033,047820,초록뱀,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","76,395,832","38,197,916,000","500",원(KRW),02-6925-7000,서울특별시 강남구 언주로148길 19 청호빌딩 4층 ,1324
1034,094360,칩스앤미디어,105802,소프트웨어 개발 및 공급업,"7,415,627","3,851,313,500","500",원(KRW),02-568-3767,"서울특별시 강남구 삼성로85길 26, 11~13층 ",1324
1035,016920,카스,074605,기계장비 및 관련 물품 도매업,"21,474,112","10,737,056,000","500",원(KRW),02-2225-3526,경기도 양주시  광적면 그루고개로 262 ,1324
1036,042000,카페24,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","9,430,597","4,715,298,500","500",원(KRW),02-3284-0300,서울특별시 동작구 보라매로5길 15 ,1324
1037,071850,캐스텍코리아,033003,자동차 신품 부품 제조업,"16,569,188","8,284,594,000","500",원(KRW),051-974-4222,부산광역시 사상구 학장로63번길 24 ,1324
1038,180400,캔서롭,137209,기타 과학기술 서비스업,"19,861,782","9,930,891,000","500",원(KRW),02-890-8700,"서울특별시 금천구 디지털로 173, 1003 ",1324
1039,050110,캠시스,032602,전자부품 제조업,"57,814,825","28,907,412,500","500",원(KRW),070-4680-2500,인천광역시 연수구  벤처로100번길 26 ,1324
1040,900310,컬러레이,137105,회사 본부 및 경영 컨설팅 서비스업,"54,000,000","336,160,634","0",중국위안(CNY),+86-572-8832188,"Room 1501, 15F, SPA Centre, 53-55 Lockhart Road, Wanchai, Hong Kong. &nbsp",1324
1041,078340,컴투스,105802,소프트웨어 개발 및 공급업,"12,866,420","6,433,210,000","500",원(KRW),02-6292-6000,서울특별시 금천구  가산디지털1로 131 ,1324
1042,263700,케어랩스,105802,소프트웨어 개발 및 공급업,"6,188,275","3,094,137,500","500",원(KRW),02-6929-2340,서울특별시 강남구 역삼로3길 13 케어랩스타워 9층,1324
1043,214370,케어젠,032101,기초 의약물질 및 생물학적 제제 제조업,"10,743,000","5,371,500,000","500",원(KRW),031-420-9242,경기도 안양시 동안구 엘에스로91번길 46-38 ,1324
1044,221980,케이디켐,032004,기타 화학제품 제조업,"4,034,800","2,017,400,000","500",원(KRW),043-543-8430,충청북도 보은군 보은읍 매화구인로 345 &nbsp,1324
1045,043290,케이맥,032902,특수 목적용 기계 제조업,"7,034,196","3,517,098,000","500",원(KRW),0429303800,대전광역시 유성구 테크노8로 33 ,1324
1046,250930,케이비제10호스팩,116601,금융 지원 서비스업,"5,210,000","521,000,000","100",원(KRW),02-783-1101,"서울특별시 영등포구 여의대로 8 에이동 1903호(여의도동, 여의도파크센터) ",1324
1047,258790,케이비제11호스팩,116601,금융 지원 서비스업,"3,210,000","321,000,000","100",원(KRW),02-3424-1988,"서울특별시 광진구 광나루로56길 85, 1917호(구의동, 테크노마트) &nbsp",1324
1048,192250,케이사인,105802,소프트웨어 개발 및 공급업,"64,671,257","6,467,125,700","100",원(KRW),02-591-2390,"서울특별시 강남구 논현로64길 18 경풍빌딩 3,4,5층",1324
1049,115500,케이씨에스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","12,000,000","6,000,000,000","500",원(KRW),02-6377-5221,경상북도 구미시 3공단1로 284 (임수동),1324
1050,089150,케이씨티,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","17,150,000","8,575,000,000","500",원(KRW),02-6377-5622,경기도 수원시 권선구  일월천로4번길 7-10 금제빌딩 ,1324
1051,025880,케이씨피드,031008,동물용 사료 및 조제식품 제조업,"16,715,858","8,357,929,000","500",원(KRW),054-332-6511,경상북도 영천시 금호읍 금호로 320 ,1324
1052,093320,케이아이엔엑스,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","4,880,000","2,440,000,000","500",원(KRW),02-2187-6373,"서울특별시 서초구 서초대로 396 21층 (서초동, 강남빌딩) ",1324
1053,073010,케이에스피,032901,일반 목적용 기계 제조업,"36,192,257","18,096,128,500","500",원(KRW),(051)831-6270,부산광역시 강서구  녹산산단381로86번길 43 ,1324
1054,105330,케이엔더블유,032602,전자부품 제조업,"5,661,347","2,830,673,500","500",원(KRW),031-950-0200,경기도 파주시  문산읍 돈유3로 51 (주)케이엔더블유,1324
1055,039420,케이엘넷,106102,전기 통신업,"24,154,730","12,077,365,000","500",원(KRW),02-538-0236,서울 강남구 역삼로 155(역삼동 748-14) ,1324
1056,083550,케이엠,031309,기타 섬유제품 제조업,"10,004,363","5,002,181,500","500",원(KRW),031-678-8814,강원도 평창군  평창읍 농공단지길 23-21 (주)케이엠 ,1324
1057,032500,케이엠더블유,032604,통신 및 방송 장비 제조업,"18,810,000","9,405,000,000","500",원(KRW),031 -370 -8600,경기도 화성시 영천로 183-19 (주)케이엠더블유,1324
1058,225430,케이엠제약,032004,기타 화학제품 제조업,"19,887,050","1,988,705,000","100",원(KRW),02-6915-5342,경기도 평택시 포승읍 평택항로268번길 121 -,1324
1059,064820,케이프,033101,선박 및 보트 건조업,"25,528,573","12,764,286,500","500",원(KRW),055-370-1234,경상남도 양산시  상북면 양산대로 1303  ,1324
1060,256940,케이피에스,032902,특수 목적용 기계 제조업,"4,279,000","2,139,500,000","500",원(KRW),031-8041-5411,경기도 화성시 동탄면 동탄산단10길 52 &nbsp,1324
1061,024880,케이피에프,032509,기타 금속 가공제품 제조업,"15,726,284","7,863,142,000","500",원(KRW),043-849-1114,경기도 성남시 분당구 운중로 136 판교송현타워,1324
1062,042040,케이피엠테크,032004,기타 화학제품 제조업,"88,906,254","8,890,625,400","100",원(KRW),(031)489-4100,경기 안산시 원시동 816-2 ,1324
1063,054410,케이피티유,032509,기타 금속 가공제품 제조업,"5,060,000","2,530,000,000","500",원(KRW),031-491-5695~7,경기도 화성시 정남면 괘랑2길 1 ,1324
1064,217600,켐온,137001,자연과학 및 공학 연구개발업,"63,861,340","6,386,134,000","100",원(KRW),031-888-6634,경기도 수원시 영통구 광교로 147 이의동 경기바이오센터 15층,1324
1065,089010,켐트로닉스,032004,기타 화학제품 제조업,"12,624,273","6,312,136,500","500",원(KRW),031-776-7690,세종특별자치시   전동면 배일길 31 ,1324
1066,220260,켐트로스,032004,기타 화학제품 제조업,"24,045,158","2,404,515,800","100",원(KRW),031-491-0653,경기도 안산시 단원구 능안로 7 -,1324
1067,052400,코나아이,105802,소프트웨어 개발 및 공급업,"15,559,118","7,779,559,000","500",원(KRW),02-2168-7500,서울특별시 영등포구  은행로 3 익스콘벤처타워 8층,1324
1068,094860,코닉글로리,105802,소프트웨어 개발 및 공급업,"47,653,062","4,765,306,200","100",원(KRW),02-3476-4200,서울특별시 강남구 학동로 155 (논현동, 원영빌딩지하1층,3층, 4층, 5층, 6층) ,1324
1069,046070,코다코,033003,자동차 신품 부품 제조업,"39,064,256","19,532,128,000","500",원(KRW),041-411-3100,충청남도 천안시 서북구  입장면 신대길 8 ,1324
1070,047770,코데즈컴바인,031401,봉제의복 제조업,"37,842,602","18,921,301,000","500",원(KRW),02-2239-1319,"서울특별시 강남구 강남대로136길 64 (논현동, 신평빌딩) ",1324
1071,080530,코디,032004,기타 화학제품 제조업,"11,862,130","5,931,065,000","500",원(KRW),031-322-7788,경기도 용인시 기흥구 영덕동 103-1 ,1324
1072,224060,코디엠,032902,특수 목적용 기계 제조업,"141,563,497","14,156,349,700","100",원(KRW),0416209000,충청남도 천안시 서북구 백석공단2길 62 ,1324
1073,078650,코렌,032703,사진장비 및 광학기기 제조업,"30,071,471","15,035,735,500","500",원(KRW),031-740-6800,경기도 성남시 중원구 사기막골로 90 (상대원동) 1층 (주)코렌,1324
1074,104540,코렌텍,032701,의료용 기기 제조업,"9,937,153","4,968,576,500","500",원(KRW),041-585-7114,충청남도 천안시 서북구 입장면 영산홍1길 12 ,1324
1075,027050,코리아나,032004,기타 화학제품 제조업,"40,000,000","20,000,000,000","500",원(KRW),02  -580 -8522,충청남도 천안시 서북구 성거읍 삼곡2길 6 ,1324
1076,101670,코리아에스이,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","18,900,000","3,780,000,000","200",원(KRW),031-466-4822,경기도 광주시  오포읍 오포안로 46-10 ,1324
1077,123410,코리아에프티,033003,자동차 신품 부품 제조업,"27,841,064","2,784,106,400","100",원(KRW),070-7093-1500,경기도 안성시 원곡면 섬바위길 23 ,1324
1078,036690,코맥스,032604,통신 및 방송 장비 제조업,"14,279,965","7,139,982,500","500",원(KRW),031-739-3564,경기도 성남시 중원구 둔촌대로 494 ,1324
1079,049430,코메론,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","9,048,000","4,524,000,000","500",원(KRW),051 -290 -3100,부산광역시 사하구 장평로 73 (주)코메론,1324
1080,183300,코미코,032902,특수 목적용 기계 제조업,"8,775,000","4,387,500,000","500",원(KRW),031-8056-5800,경기도 안성시 모산로 8 ,1324
1081,041960,코미팜,032102,의약품 제조업,"58,070,833","5,807,083,300","100",원(KRW),031-498-6104,경기도 시흥시  경제로 17 ,1324
1082,089890,코세스,032902,특수 목적용 기계 제조업,"16,851,962","8,425,981,000","500",원(KRW),032-662-2224,경기도 부천시 오정구  산업로 62 ,1324
1083,009730,코센,032401,1차 철강 제조업,"41,732,387","20,866,193,500","500",원(KRW),02-598-5133,전라북도 부안군  행안면 부안농공단지길 29 ,1324
1084,241710,코스메카코리아,032004,기타 화학제품 제조업,"10,680,000","5,340,000,000","500",원(KRW),043-531-2293,충청북도 음성군 대소면 대금로 196번길 17-12 ,1324
1085,069110,코스온,032004,기타 화학제품 제조업,"18,697,161","9,348,580,500","500",원(KRW),02-3454-0276,"서울특별시 강남구 영동대로 333 8층(대치동,동원빌딩)",1324
1086,166480,코아스템,032102,의약품 제조업,"15,717,440","7,858,720,000","500",원(KRW),02-497-3711,경기도 성남시 분당구 판교로255번길 24 (삼평동),1324
1087,045970,코아시아홀딩스,137309,"그외 기타 전문, 과학 및 기술 서비스업","19,616,014","9,808,007,000","500",원(KRW),032-500-1721,인천광역시 남동구  남동서로 193 (주)비에스이홀딩스,1324
1088,029960,코엔텍,053802,폐기물 처리업,"50,000,000","25,000,000,000","500",원(KRW),(052)228-7300,울산 남구 용잠동 산 157 ,1324
1089,102940,코오롱생명과학,032101,기초 의약물질 및 생물학적 제제 제조업,"11,412,356","5,706,178,000","500",원(KRW),02-3677-4151,서울특별시 강서구 마곡동로 110 코오롱 One&Only 타워 ,1324
1090,950160,코오롱티슈진,032101,기초 의약물질 및 생물학적 제제 제조업,"61,017,550","0","0",미국달러(USD),1-301-921-6000, ,1324
1091,033290,코웰패션,031404,의복 액세서리 제조업,"90,500,234","46,532,198,500","500",원(KRW),031 -217 -2500,경기 수원시 팔달구 원천동 381 ,1324
1092,056360,코위버,032604,통신 및 방송 장비 제조업,"9,796,800","4,898,400,000","500",원(KRW),(02)3140-3300,서울특별시 강서구 마곡중앙8로7길 45 (마곡동) ,1324
1093,121850,코이즈,032202,플라스틱제품 제조업,"10,532,840","5,266,420,000","500",원(KRW),070-8255-6400,충청북도 충주시  대소원면 첨단산업로 146 코이즈,1324
1094,015710,코콤,032604,통신 및 방송 장비 제조업,"17,530,500","8,765,250,000","500",원(KRW),02  -6675-2135,서울 강서구 염창동 260-7 ,1324
1095,052330,코텍,032605,영상 및 음향기기 제조업,"15,574,552","7,787,276,000","500",원(KRW),032-860-3000,인천광역시 연수구 벤처로24번길 26 ,1324
1096,126600,코프라,032002,합성고무 및 플라스틱 물질 제조업,"21,115,634","10,557,817,000","500",원(KRW),031-499-2195,경기도 화성시  장안면 상두원길 142 ,1324
1097,200130,콜마비앤에이치,032101,기초 의약물질 및 생물학적 제제 제조업,"29,543,558","14,771,779,000","500",원(KRW),02-3774-3822,대전광역시 유성구 테크노3로 22 -,1324
1098,225650,쿠첸,032805,가정용 기기 제조업,"10,686,277","5,343,138,500","500",원(KRW),02-2008-7272,서울특별시 강남구 삼성로 528 부방빌딩 &nbsp,1324
1099,060280,큐렉소,074708,기타 상품 전문 소매업,"33,357,253","16,678,626,500","500",원(KRW),031-478-0660,"서울특별시 서초구  강남대로 577 잠원동, 4층",1324
1100,040350,큐로컴,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","109,140,008","54,570,004,000","500",원(KRW),02-2141-3000,"서울특별시 강남구  테헤란로77길 7 (삼성동, 동원빌딩 4층)",1324
1101,051780,큐로홀딩스,074603,음·식료품 및 담배 도매업,"63,416,213","31,708,106,500","500",원(KRW),02-2141-3000,"서울특별시 강남구  테헤란로77길 7 (삼성동,동원빌딩4층)",1324
1102,115180,큐리언트,137001,자연과학 및 공학 연구개발업,"8,536,666","4,268,333,000","500",원(KRW),031-8060-1600,"경기도 성남시 분당구 판교로 242, C동 8층 ",1324
1103,182360,큐브엔터,105902,오디오물 출판 및 원판 녹음업,"26,573,767","2,657,376,700","100",원(KRW),02-3445-1045,서울특별시 성동구 아차산로 83 - ,1324
1104,066310,큐에스아이,032601,반도체 제조업,"8,278,230","4,139,115,000","500",원(KRW),041-410-5000,충청남도 천안시 서북구  성거읍 천흥8길 17 ,1324
1105,016600,큐캐피탈,116409,기타 금융업,"139,998,322","69,999,161,000","500",원(KRW),02-538-2411,서울특별시 강남구 테헤란로 30611층(역삼동. 카이트타워) ,1324
1106,043590,크로바하이텍,032601,반도체 제조업,"23,300,000","11,650,000,000","500",원(KRW),(02)453-3232,충청북도 청주시 흥덕구  월명로55번길 57 ,1324
1107,114120,크루셜텍,032602,전자부품 제조업,"65,767,892","65,767,892,000","1,000",원(KRW),041-913-0001,경기도 성남시 분당구 판교로 255 62 크루셜텍빌딩,1324
1108,110790,크리스에프앤씨,031401,봉제의복 제조업,"11,715,480","11,715,480,000","1,000",원(KRW),02-3409-4000,서울특별시 강남구 도곡로 176 ,1324
1109,083790,크리스탈,137001,자연과학 및 공학 연구개발업,"40,397,934","20,198,967,000","500",원(KRW),031-628-2700,"경기도 성남시 분당구  대왕판교로 700 코리아바이오파크 A동 5층, 6층, 7층",1324
1110,900250,크리스탈신소재,116409,기타 금융업,"67,783,852","33,891,926","0.5",미국달러(USD),86-510-68171266,"Artemis House, 75 Fort Street, George Town, P.O. Box 31493, Grand Cayman KY1-1206 Cayman Islands &nbsp",1324
1111,045520,크린앤사이언스,031701,"펄프, 종이 및 판지 제조업","6,500,000","3,650,000,000","500",원(KRW),02  -551 -0221,서울 강남구 삼성동 159-1 무역회관 903-1호 ,1324
1112,214150,클래시스,032701,의료용 기기 제조업,"61,973,077","6,197,307,700","100",원(KRW),070-5168-8000,"서울특별시 강남구 테헤란로 240 역삼동, 클래시스타워",1324
1113,237880,클리오,032004,기타 화학제품 제조업,"16,967,895","8,483,947,500","500",원(KRW),02-514-0056,서울특별시 강남구 압구정로30길 62 클리오 빌딩,1324
1114,311270,키움제5호스팩,116601,금융 지원 서비스업,"3,600,000","360,000,000","100",원(KRW),02-3787-5197,"서울특별시 영등포구 여의나루로4길 18 (여의도동, 키움파이낸셜스퀘어)",1324
1115,054780,키이스트,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","85,175,625","8,517,562,500","100",원(KRW),02-3444-2002,서울특별시 강남구 영동대로96길 26 5층(삼성동) ,1324
1116,219130,타이거일렉,032602,전자부품 제조업,"6,314,290","3,157,145,000","500",원(KRW),032)579-4100,인천광역시 남구 염전로187번길 33 ,1324
1117,065130,탑엔지니어링,032902,특수 목적용 기계 제조업,"15,976,257","8,324,128,500","500",원(KRW),031-8039-1000,경상북도 구미시  고아읍 농공단지길 53-17 ,1324
1118,023160,태광,032401,1차 철강 제조업,"26,500,000","13,250,000,000","500",원(KRW),051-970-6617,부산광역시 강서구  녹산산업대로 117-12 ,1324
1119,053620,태양,032509,기타 금속 가공제품 제조업,"8,600,000","4,300,000,000","500",원(KRW),(041)621-9820,충청남도 천안시 서북구  업성1길 27 태양산업(주) ,1324
1120,044490,태웅,032509,기타 금속 가공제품 제조업,"20,007,381","10,003,690,500","500",원(KRW),051-329-5000,부산광역시 강서구  녹산산단27로 67 ,1324
1121,191420,테고사이언스,032101,기초 의약물질 및 생물학적 제제 제조업,"8,074,634","4,037,317,000","500",원(KRW),02-818-2900,"서울특별시 강서구 마곡중앙8로 93 (마곡동, 테고사이언스) ",1324
1122,182690,테라셈,032601,반도체 제조업,"13,966,340","6,983,170,000","500",원(KRW),043-240-8160,충청북도 청주시 청원구 오창읍 과학산업5로 9 ,1324
1123,066700,테라젠이텍스,032102,의약품 제조업,"30,915,143","15,457,571,500","500",원(KRW),(031)497-4100,경기도 안산시 단원구 산단로 68번길 58(초지동) ,1324
1124,095610,테스,032902,특수 목적용 기계 제조업,"19,768,226","9,884,113,000","500",원(KRW),031-323-2552,경기도 용인시 처인구 양지면 중부대로 2374-36 ,1324
1125,131970,테스나,137309,"그외 기타 전문, 과학 및 기술 서비스업","6,850,000","3,425,000,000","500",원(KRW),031-646-8500,경기도 평택시 산단로 16번길 72 ,1324
1126,089030,테크윙,032902,특수 목적용 기계 제조업,"18,827,732","9,477,583,000","500",원(KRW),031-378-5640,경기도 화성시 동탄면 동탄산단6길 37 ,1324
1127,054450,텔레칩스,032601,반도체 제조업,"13,505,911","6,752,955,500","500",원(KRW),(02)3443-6792,서울특별시 송파구  올림픽로35다길 42 루터회관 B/D 19~23층,1324
1128,091440,텔레필드,032604,통신 및 방송 장비 제조업,"9,097,047","4,548,523,500","500",원(KRW),031-730-5900,"경기도 성남시 분당구  판교로 255 이-301(삼평동, 판교이노밸리)",1324
1129,196450,텔루스,032703,사진장비 및 광학기기 제조업,"88,714,914","17,742,982,800","200",원(KRW),02-6416-2216,경기도 용인시 처인구 남사면 당하로 113-12 ,1324
1130,200230,텔콘RF제약,032604,통신 및 방송 장비 제조업,"82,330,083","8,233,008,300","100",원(KRW),031-371-8502,경기도 용인시 기흥구 동탄기흥로 684 -,1324
1131,215480,토박스코리아,074704,"섬유, 의복, 신발 및 가죽제품 소매업","39,217,783","3,921,778,300","100",원(KRW),02-6101-3639,서울특별시 구로구 디지털로26길 111 7층 702호,1324
1132,051360,토비스,032605,영상 및 음향기기 제조업,"16,717,058","8,358,529,000","500",원(KRW),032-712-5112,인천 연수구 송도동 7-10 ,1324
1133,045340,토탈소프트,105802,소프트웨어 개발 및 공급업,"8,558,040","4,279,020,000","500",원(KRW),070-4733-1000,부산광역시 해운대구 반송로513번길 66-39(석대동) ,1324
1134,057880,토필드,032605,영상 및 음향기기 제조업,"29,667,026","14,833,513,000","500",원(KRW),031-778-0800,경기도 성남시 분당구  정자일로 23  토필드 빌딜,1324
1135,108230,톱텍,032902,특수 목적용 기계 제조업,"36,796,254","18,534,460,500","500",원(KRW),054-472-1100,경상북도 구미시 산동면 첨단기업4로 49-53 - ,1324
1136,079970,투비소프트,105802,소프트웨어 개발 및 공급업,"24,376,456","12,188,228,000","500",원(KRW),02-2140-7700,"서울특별시 강남구 봉은사로 617 인탑스빌딩 3, 4, 5층 (삼성동)",1324
1137,105550,트루윈,032602,전자부품 제조업,"11,043,418","5,521,709,000","500",원(KRW),042-612-5000,대전광역시 유성구 엑스포로 385 (주)트루윈,1324
1138,026150,특수건설,064102,토목 건설업,"14,994,814","7,497,407,000","500",원(KRW),02-590-6400,서울특별시 서초구 효령로 358 -,1324
1139,117730,티로보틱스,032902,특수 목적용 기계 제조업,"5,399,459","2,699,729,500","500",원(KRW),031-716-4507,경기도 오산시 가장동 377-1 &nbsp;,1324
1140,033830,티비씨,106002,텔레비전 방송업,"100,000,000","50,000,000,000","500",원(KRW),537601900,대구광역시 수성구 동대구로 23 ,1324
1141,064760,티씨케이,032309,기타 비금속 광물제품 제조업,"11,675,000","5,837,500,000","500",원(KRW),(031)677-0277,경기도 안성시 미양면 개정산업단지로 71- ,1324
1142,246710,티앤알바이오팹,032101,기초 의약물질 및 생물학적 제제 제조업,"8,157,184","4,078,592,000","500",원(KRW),031-431-3344,"경기도 시흥시 산기대학로 237, 540호(정왕동, 한국산업기술대학교 스마트허브 산학융합본부) &nbsp;",1324
1143,131290,티에스이,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","11,061,429","5,530,714,500","500",원(KRW),041-581-9955,충청남도 천안시 서북구 직산읍 군수1길 189 -,1324
1144,246690,티에스인베스트먼트,116402,신탁업 및 집합투자업,"22,421,004","11,210,502,000","500",원(KRW),02-6250-5700,"서울특별시 강남구 선릉로 531, 3층 302호 ",1324
1145,062860,티엘아이,032601,반도체 제조업,"9,872,720","4,936,360,000","500",원(KRW),031-784-6800,경기도 성남시 중원구 양현로 405번길 12 티엘아이빌딩 7층, 8층, 9층 10층 ,1324
1146,104480,티케이케미칼,032005,화학섬유 제조업,"90,895,434","45,447,717,000","500",원(KRW),02-2001-6000,대구광역시 북구  원대로 128 연우빌딩 3층,1324
1147,081150,티플랙스,032509,기타 금속 가공제품 제조업,"24,268,402","12,134,201,000","500",원(KRW),031-488 -8800,"경기도 안산시 단원구 엠티브이1로 75 (목내동, (주)티플랙스)",1324
1148,130740,티피씨글로벌,033003,자동차 신품 부품 제조업,"9,450,000","4,725,000,000","500",원(KRW),053-854-7500,경상북도 경산시  진량읍 일연로 574 ,1324
1149,084730,팅크웨어,032604,통신 및 방송 장비 제조업,"10,425,682","5,212,841,000","500",원(KRW),02-589-9000,경기도 성남시 분당구 판교역로 240 삼환하이펙스 A동 9층 ,1324
